country,iso3c,targeted_pop_group,comments,date_implemented,source,source_type,link,category_final,code,measure_final
Czech republic,CZE,No,"Surveillance of COVID-positive with ""smart quarantine"" using ""modern information technologies""",2020-03-30,Government,Government,https://www.vlada.cz/en/media-centrum/aktualne/measures-adopted-by-the-czech-government-against-coronavirus-180545/,MR - Movement restrictions,MR9,MR9 - Surveillance and monitoring
Denmark,DNK,Yes,"The government of Denmark closed its borders to all but Danish citizens, individuals with Danish work or residency permits, and those the Danish government determines have a critical purpose of travel",2020-03-14,U.S. Embassy in Denmark,Government,https://dk.usembassy.gov/u-s-citizen-services/security-and-travel-information/covid-19-information/,MR - Movement restrictions,MR3,MR3 - Border closure 
Denmark,DNK,Yes,All Danes should avoid all but necessary travel outside of the country.,2020-03-13,Danish Police,Government,https://politi.dk/en/corona-virus-covid-19-in-denmark/ministry-of-foreign-affairs-of-denmark-now-advises-against-all-unnecessary-travel,PH - Public health measures,PH3,PH3 - General recommendations
Denmark,DNK,No,All public schools are closed for two weeks as 16 March.,2020-03-11,Danish Police,Government,https://politi.dk/en/corona-virus-covid-19-in-denmark/new-measures-against-covid-19,SD - Social distancing,SD5,SD5 - Schools closure 
Denmark,DNK,Yes,All public servants who do not perform critical functions will be asked towork from home.,2020-03-16,Danish Police,Government,https://politi.dk/en/corona-virus-covid-19-in-denmark/new-measures-against-covid-19,SD - Social distancing,SD4,SD4 - Public services closure 
Denmark,DNK,No,Closures of indoor cultural institutions and leisure facilities. Transportation limited.,2020-03-13,Danish Police,Government,https://politi.dk/en/corona-virus-covid-19-in-denmark/new-measures-against-covid-19,SD - Social distancing,SD3,SD3 - Limit public gatherings
Denmark,DNK,No,"Prohibition of events, events, etc. with more than 10 people; provisionally valid until 30th March",2020-03-18,Danish police,Government,https://politi.dk/coronavirus-i-danmark/seneste-tiltag-mod-spredning-af-coronavirus-covid-19,SD - Social distancing,SD3,SD3 - Limit public gatherings
Denmark,DNK,No,"Closing of major centres, sports facilities, nightclubs, taverns, restaurants and cafes etc.; the take-out of food continues to be possible if hygiene restrictions are being followed; provisionally valid until 30th March",2020-03-18,Danish police,Government,https://politi.dk/coronavirus-i-danmark/seneste-tiltag-mod-spredning-af-coronavirus-covid-19,SD - Social distancing,SD3,SD3 - Limit public gatherings
Denmark,DNK,No,"Limitation of visits to hospitals, nursing homes, housing, etc.; relatives are only able to visit a dying or critically ill person; provisionally until 30th March",2020-03-18,Danish police,Government,https://politi.dk/coronavirus-i-danmark/hvis-du-skal-besoege-hospitaler-og-plejehjem,SD - Social distancing,SD3,SD3 - Limit public gatherings
Denmark,DNK,Yes,The borders remain open for the transport of good generally; additional documents from non-Danish drivers on the purpose of their delivery will be required,2020-03-14,Danish police,Government,https://politi.dk/coronavirus-i-danmark/hvis-du-transporterer-gods-paa-vejen,MR - Movement restrictions,MR1,MR1 - Additional health/documents requirements upon arrival
Denmark,DNK,No,"Visits (except for lawyers) have been banned, and all permits to exit were being revoked",2020-03-18,Kriminal Forsorgen,Government,https://www.kriminalforsorgen.dk/corona/,SD - Social distancing,SD1,SD1 - Changes in prison-related policies
Denmark,DNK,No,The Danish agency for patient safety has been given the right to test any person suspected of COVID-19; to demand them to go to a hospital or to isolate  them in a suitable facility; if necessary these can be implemented through police support,2020-03-12,Danish Agency for Patient Safety,Government,https://stps.dk/da/ansvar-og-retningslinjer/vejledning/indberetning-om-covid-19/,MR - Movement restrictions,MR9,MR9 - Surveillance and monitoring
Denmark,DNK,Yes,Emergency accommodation for homeless people extended,2020-03-19,Ministry for Social Affairs and the Interior,Government,https://sim.dk/nyheder/nyhedsarkiv/2020/mar/astrid-krag-forlaenger-noedovernatning-for-hjemloese-under-coronaudbruddet/,PH - Public health measures,PH11,PH11 - Strengthening the public health system
Denmark,DNK,No,Employers can receive easier reimbursements for employees that are on sick leave or absence; reimbursement rights for the employer start at day one where the employee left,2020-02-27,The Board of Labor Market and Recruitment,Government,https://star.dk/om-styrelsen/nyt/nyheder/2020/3/visse-typer-af-fravaer-covid-19-giver-udvidet-ret-arbejdsgivere-refusion-selvstaendige-erhvervsdrivende-sygedagpenge/,NA,NA,NA
Denmark,DNK,No,Businesses and self-employed persons can get up to 75% coverage of their personal or employee's wages,2020-03-09,Virksomhedguiden,Government,https://virksomhedsguiden.dk/erhvervsfremme/content/temaer/coronavirus_og_din_virksomhed/artikler/kompensation-til-selvstaendige/4087ea63-d8a1-4d55-91bb-5ac807afe301/,NA,NA,NA
Denmark,DNK,No,"The deadline for settlement of A-tax, AM-contribution and VAT is extended as a result of coronavirus / covid-19 mhb. on providing companies with better liquidity.",2020-03-17,Virksomhedguiden,Government,https://virksomhedsguiden.dk/erhvervsfremme/content/temaer/coronavirus_og_din_virksomhed/artikler/midlertidig-udskydelse-af-betalingsfrister-for-moms-am-bidrag-og-a-skat/de77aa5f-1ace-4509-b1a4-022b8a7d5638/,NA,NA,NA
Denmark,DNK,No,Large companies with at least 30% loss of revenue can obtain state guarantees of 70% of a new bank loan to cover loss of revenue; a similar draft for small and medium size companies is being drafted,2020-03-18,Virksomhedguiden,Government,https://virksomhedsguiden.dk/erhvervsfremme/content/temaer/coronavirus_og_din_virksomhed/artikler/garantiordning-for-nye-laan/3b45ceac-2e72-477c-9fe1-e1d119c23b49/,NA,NA,NA
Denmark,DNK,Yes,A hotline for the social field was set-up to clarify questions of officals on how to implement the measures set by the government,2020-03-17,Ministry of Social Affairs and the Interior,Government,https://sim.dk/nyheder/nyhedsarkiv/2020/mar/minister-opretter-ny-hotline-om-corona-paa-socialomraadet/,PH - Public health measures,PH2,PH2 - Awareness campaigns
Denmark,DNK,No,Guidelines for patient's discharge from the hospital established,2020-03-27,Danish Health Authority,Government,https://www.sst.dk/da/Nyheder/2020/Hvordan-sikrer-man-udskrivelse-af-personer-med-smitte-med-COVID-19-til-kommunal-pleje,PH - Public health measures,PH11,PH11 - Strengthening the public health system
Denmark,DNK,Yes,"To help the aviation industry, the Danish Transport, Construction and Housing Agency now extends the payment deadline for a number of the industry's payments to the Agency.",2020-03-27,"Danish Transport, Construction and Housing Agency",Government,https://tbst.dk/da/Luftfart/Lister/Nyheder/Nyheder/2020/03/%C3%98konomisk-h%C3%A5ndsr%C3%A6kning-til-luftfartsbranchen,NA,NA,NA
Denmark,DNK,No,Two data analysis projects on COVID in the Danish health system launched to strengthen response,2020-03-27,Danish Medicines Agency,Government,https://laegemiddelstyrelsen.dk/da/nyheder/2020/laegemiddelstyrelsen-igangsaetter-dataanalyser-om-covid-19/,PH - Public health measures,PH11,PH11 - Strengthening the public health system
Denmark,DNK,No,"Testing policy continuously adapted; all changes tracked in the same page; previous updates January 23 and 31, February 5 and 24, March 2, 4, 5, 6, 12, 13, 15, 18 and 19",2020-03-25,Danish Health Authority,Government,https://www.sst.dk/da/Udgivelser/2020/Retningslinjer-for-haandtering-af-COVID-19,PH - Public health measures,PH13,PH13 - Testing policy
Denmark,DNK,No,General recommendations and information on how to maintain a good mental health,2020-03-25,Danish Health Authority,Government,https://www.sst.dk/da/Nyheder/2020/Gode-raad-til-trivsel-og-mental-sundhed,PH - Public health measures,PH8,PH8 - Psychological assistance and medical social work
Denmark,DNK,No,"From today, the Danish Medicines Agency has restricted the sale of paracetamol intended for children, so that the medicine can no longer be obtained in, for example, supermarkets and other retail stores. This is done to ensure that there is enough for the children in need.",2020-03-24,Danish Medicines Agency,Government,https://laegemiddelstyrelsen.dk/da/nyheder/2020/paracetamol-til-boern-kan-fremover-midlertidigt-kun-koebes-paa-apoteker/,PH - Public health measures,PH11,PH11 - Strengthening the public health system
Denmark,DNK,No,Agreements with private companies for the production of visors with rapid delivery periods,2020-03-24,Region Hovestaden,Government,https://www.regionh.dk/presse-og-nyt/pressemeddelelser-og-nyheder/Sider/Dansk-hastelevering-af-coronavisirer-til-hovedstadens-hospitaler.aspx,PH - Public health measures,PH11,PH11 - Strengthening the public health system
Denmark,DNK,Yes,"The Danish Medicines Agency is given more powers to counter supply issues. These include that companies, regions and municipalities can be required to report information on inventories of medicines and medical devices to the Danish Medicines Agency, and that medicines and equipment can be redistributed to those parts of health care where the need is greatest. .",2020-03-24,Danish Medicines Agency,Government,https://laegemiddelstyrelsen.dk/da/nyheder/2020/laegemiddelstyrelsen-faar-flere-befoejelser-til-at-modvirke-forsyningsproblemer/,PH - Public health measures,PH11,PH11 - Strengthening the public health system
Denmark,DNK,No,"Launch of campaign: There are supply problems with protective equipment such as face masks and visors and handprints in several places in the health sector. The Danish Medicines Agency is now launching the campaign ""Denmark helps Denmark"", where authorities, companies and others can report if they have equipment in surplus or ideas to get more.",2020-03-23,Danish Medicines Agency,Government,https://laegemiddelstyrelsen.dk/da/nyheder/2020/ny-kampagne-for-at-undgaa-mangel-paa-vaernemidler-danmark-hjaelper-danmark/,PH - Public health measures,PH11,PH11 - Strengthening the public health system
Denmark,DNK,Yes,Specific behavioural recommendations to vulnerable people developed,2020-03-24,Danish Health Authority,Government,https://www.sst.dk/da/Nyheder/2020/Nye-materialer-giver-raad-til-hjemloese-og-saerligt-udsatte-borgere,PH - Public health measures,PH3,PH3 - General recommendations
Denmark,DNK,No,"The specific recommendations from the National Board of Health are now: 1) Anyone with moderate to severe COVID-19 suspicion that is suspected following a clinical evaluation in a hospital COVID-19 assessment unit should be tested. 2) Maternal women who have been visited for childbirth in a maternity ward and where COVID-19 is suspected must be tested on a precautionary basis. 3) Newborn babies should be tested if they have symptoms. 4) Persons with mild to moderate symptoms who perform critical functions in the health care sector, the elderly, work with socially disadvantaged or other very important key functions in the community can be referred if the employer finds it expedient to promptly report. It is the practitioner who refers to common principles. 5) There should be a special attention and lower threshold for vulnerable groups for assessment and testing.",2020-03-22,Ministry of Health,Government,https://www.sum.dk/Aktuelt/Nyheder/Sundhedspolitik/2020/Marts/Ny-offensiv-teststrategi-i-Danmark.aspx,PH - Public health measures,PH12,PH12 - testing policy
Denmark,DNK,No,"Call by medicines agency to safe on protective equipment use, as much as possible without compromising safety",2020-03-22,Danish Medicines Agency,Government,https://laegemiddelstyrelsen.dk/da/nyheder/2020/risiko-for-forsyningssvigt-spar-paa-vaernemidlerne/#,PH - Public health measures,PH11,PH11 - Strengthening the public health system
